customer_id,age,gender,district,residential_status,employment_sector,employment_years,monthly_income_hkd,product_type,loan_amount_hkd,tenor_months,interest_rate_pct,num_existing_loans,num_credit_cards,existing_debt_payment_hkd,new_payment_hkd,dsr,ltv,delinq_24m,months_since_delinq,credit_history_years,tu_credit_score,default_flag
HK1001261,34,M,Kowloon,Owner,Construction,18.1,19000.0,Personal Loan,135000,48,4.78,0,2,2500,3100,0.295,,2,23.0,9.8,637,0
HK1001262,32,F,Kowloon,Private Rental,Retail & F&B,15.2,10200.0,Mortgage,839000,240,3.56,1,3,720,4890,0.55,0.398,0,,6.1,670,0
HK1001263,46,F,New Territories,Owner,Public Sector,11.7,25800.0,Personal Loan,132000,36,7.86,0,1,1070,4130,0.202,,0,,13.2,739,0
HK1001264,42,F,New Territories,Owner,Public Sector,9.1,23500.0,Mortgage,1354000,180,2.87,1,6,5700,9270,0.637,0.434,0,,9.7,712,0
HK1001265,44,F,HK Island,Owner,Trade & Logistics,10.3,17500.0,Personal Loan,118000,60,8.4,1,3,2620,2420,0.288,,0,,18.9,736,0
HK1001266,34,F,New Territories,Public Housing,Public Sector,15.6,32200.0,SME Facility,1201000,24,7.06,3,2,19480,24020,1.351,0.492,3,15.0,8.6,419,1
HK1001267,61,F,Kowloon,Public Housing,Public Sector,8.8,39100.0,Credit Card,48000,12,31.44,0,2,5390,1920,0.187,,1,11.0,30.4,738,0
HK1001268,24,F,Kowloon,Owner,Professional Services,5.4,34300.0,Credit Card,162000,24,27.88,1,2,2660,6480,0.266,,0,,1.3,715,0
HK1001269,29,M,Kowloon,Public Housing,Trade & Logistics,1.9,18700.0,Personal Loan,58000,12,5.78,1,2,4010,4990,0.481,,0,,6.8,679,0
HK1001270,57,M,HK Island,Private Rental,Retail & F&B,25.4,18900.0,Personal Loan,124000,36,7.47,3,2,5320,3860,0.486,,0,,28.2,726,0
HK1001271,32,M,New Territories,Owner,Finance & Insurance,15.0,23200.0,Personal Loan,265000,36,8.48,2,3,5250,8360,0.587,,0,,4.9,658,0
HK1001272,49,M,New Territories,Owner,Finance & Insurance,7.1,22400.0,Credit Card,154000,12,22.99,3,3,2400,6160,0.382,,0,,18.7,703,1
HK1001273,33,F,HK Island,Private Rental,Finance & Insurance,7.1,28600.0,Personal Loan,362000,48,3.9,2,3,6150,8160,0.5,,1,17.0,8.4,634,0
HK1001274,30,M,New Territories,Owner,Construction,15.9,11900.0,Personal Loan,71000,24,7.8,0,1,930,3200,0.347,,3,22.0,5.6,618,0
HK1001275,35,F,New Territories,Living with Family,Public Sector,15.1,60000.0,Personal Loan,217000,48,7.99,1,5,9160,5300,0.241,,0,,8.1,784,0
HK1001276,31,M,HK Island,Private Rental,Trade & Logistics,10.6,23800.0,Personal Loan,92000,60,4.19,3,3,1960,1700,0.154,,0,,6.9,708,0
HK1001277,46,M,New Territories,Private Rental,Self-Employed,4.9,24200.0,Personal Loan,242000,24,10.11,2,3,2430,11180,0.562,,3,7.0,16.4,562,0
HK1001278,59,M,New Territories,Private Rental,Public Sector,9.4,28200.0,Personal Loan,117000,48,5.86,2,4,8180,2740,0.387,,0,,29.7,774,0
HK1001279,53,F,New Territories,Owner,Retail & F&B,0.2,22700.0,Credit Card,84000,12,25.91,1,1,1330,3360,0.207,,0,,13.1,682,0
HK1001280,55,F,New Territories,Private Rental,Public Sector,7.0,33000.0,Personal Loan,196000,12,9.43,0,1,1720,17180,0.573,,3,2.0,27.1,658,0
HK1001281,53,F,Kowloon,Public Housing,Finance & Insurance,15.6,43100.0,Mortgage,4228000,240,2.19,1,2,15220,21770,0.858,0.61,0,,23.1,680,0
HK1001282,43,M,HK Island,Private Rental,Self-Employed,7.9,21100.0,Credit Card,88000,12,27.31,1,2,1860,3520,0.255,,0,,20.6,756,0
HK1001283,50,F,HK Island,Private Rental,Retail & F&B,2.2,21400.0,Credit Card,64000,24,27.97,1,5,6250,2560,0.412,,1,1.0,20.3,618,1
HK1001284,36,M,HK Island,Private Rental,Retail & F&B,,12100.0,Credit Card,60000,24,28.08,1,2,1410,2400,0.315,,0,,11.7,726,0
HK1001285,21,F,New Territories,Owner,Professional Services,2.1,20700.0,Credit Card,58000,24,28.33,2,5,3740,2320,0.293,,2,2.0,0.0,608,0
HK1001286,43,M,New Territories,Owner,Professional Services,9.6,19800.0,Mortgage,1747000,240,3.02,3,4,4130,9710,0.699,0.446,0,,13.3,695,0
HK1001287,40,F,Kowloon,Public Housing,Finance & Insurance,2.3,34700.0,Credit Card,224000,12,31.44,3,4,9240,8960,0.524,,2,16.0,14.4,606,1
HK1001288,28,M,New Territories,Private Rental,Construction,13.6,17400.0,Mortgage,1391000,360,3.29,0,6,950,6080,0.404,0.624,3,21.0,6.4,595,0
HK1001289,38,M,New Territories,Private Rental,Trade & Logistics,10.2,15000.0,SME Facility,573000,12,8.51,3,6,2140,11460,0.907,0.603,2,21.0,12.9,587,0
HK1001290,48,F,New Territories,Private Rental,Public Sector,4.4,28600.0,SME Facility,1212000,24,10.46,2,4,8350,24240,1.14,0.458,1,5.0,14.3,657,1
HK1001291,51,M,HK Island,Owner,Trade & Logistics,8.7,16900.0,Credit Card,57000,24,27.97,0,3,1090,2280,0.199,,0,,22.9,775,0
HK1001292,49,F,Kowloon,Private Rental,Retail & F&B,1.4,27400.0,SME Facility,575000,60,5.62,0,2,5130,11500,0.607,0.546,1,17.0,15.7,690,0
HK1001293,43,F,Kowloon,Private Rental,Retail & F&B,2.0,20600.0,Credit Card,91000,24,28.5,3,1,7760,3640,0.553,,0,,14.5,686,0
HK1001294,57,M,New Territories,Owner,Self-Employed,0.7,43400.0,Credit Card,100000,24,30.06,0,2,9720,4000,0.316,,0,,24.5,759,0
HK1001295,43,M,HK Island,Public Housing,Retail & F&B,2.9,27000.0,Personal Loan,323000,24,8.89,2,2,4140,14740,0.699,,0,,10.8,634,1
HK1001296,54,F,New Territories,Owner,Public Sector,16.9,,Credit Card,54000,12,30.72,2,3,8310,2160,0.374,,0,,22.3,754,0
HK1001297,25,M,HK Island,Owner,Self-Employed,8.3,16200.0,SME Facility,646000,24,9.66,0,3,6540,12920,1.201,0.654,1,7.0,2.6,543,1
HK1001298,41,M,New Territories,Public Housing,Retail & F&B,9.4,18600.0,Personal Loan,150000,12,5.6,0,1,5680,12880,0.998,,4,8.0,13.2,512,1
HK1001299,34,M,New Territories,Private Rental,Trade & Logistics,3.0,16200.0,Mortgage,1445000,240,2.23,0,2,2360,7470,0.607,0.591,2,21.0,7.0,567,0
HK1001300,55,M,New Territories,Owner,Retail & F&B,1.4,15300.0,Personal Loan,141000,24,8.27,0,4,3340,6390,0.636,,0,,29.8,768,0
HK1001301,21,M,Kowloon,Private Rental,Professional Services,8.0,31300.0,SME Facility,460000,12,7.67,3,2,4360,9200,0.433,0.626,0,,0.0,634,0
HK1001302,45,F,New Territories,Owner,Trade & Logistics,8.3,13400.0,Personal Loan,131000,12,9.93,2,3,3520,11510,1.122,,0,,11.1,632,1
HK1001303,46,F,HK Island,Public Housing,Construction,5.1,15300.0,SME Facility,640000,36,4.51,1,2,2550,12800,1.003,0.384,1,18.0,11.1,592,0
HK1001304,56,F,Kowloon,Private Rental,Public Sector,5.0,36200.0,SME Facility,762000,24,9.4,1,3,1710,15240,0.468,0.58,0,,26.1,673,1
HK1001305,51,M,Kowloon,Living with Family,Finance & Insurance,6.9,42500.0,Mortgage,4168000,360,3.03,2,3,5250,17640,0.539,0.782,0,,15.9,680,0
HK1001306,41,M,Kowloon,Private Rental,Self-Employed,1.4,22800.0,Credit Card,64000,24,26.57,0,1,3480,2560,0.265,,0,,13.2,728,0
HK1001307,49,F,New Territories,Owner,Public Sector,9.6,18600.0,SME Facility,566000,36,9.85,1,2,4290,11320,0.839,0.552,0,,13.2,695,0
HK1001308,26,F,New Territories,Public Housing,Professional Services,1.8,20500.0,Mortgage,1437000,180,3.68,2,2,8530,10400,0.923,0.535,1,23.0,2.5,565,0
HK1001309,53,F,New Territories,Owner,Finance & Insurance,11.2,162200.0,Personal Loan,855000,36,6.7,0,4,8560,26280,0.215,,0,,18.9,713,0
HK1001310,30,M,Kowloon,Private Rental,Retail & F&B,3.6,9400.0,Credit Card,54000,12,30.31,4,5,1250,2160,0.363,,0,,3.7,667,0
HK1001311,54,M,New Territories,Private Rental,Retail & F&B,14.6,20700.0,Mortgage,971000,360,3.9,2,1,2950,4580,0.364,0.874,2,4.0,14.4,626,0
HK1001312,43,M,New Territories,Owner,Retail & F&B,3.3,23800.0,Personal Loan,225000,12,6.09,1,4,630,19370,0.84,,0,,16.9,674,0
HK1001313,42,M,Kowloon,Private Rental,Trade & Logistics,0.8,27000.0,Credit Card,118000,24,29.6,0,6,3850,4720,0.317,,0,,12.1,710,0
HK1001314,45,M,Kowloon,Owner,Public Sector,7.1,,Credit Card,279000,12,30.11,0,4,7740,11160,0.411,,0,,16.5,744,0
HK1001315,40,M,Kowloon,Owner,Retail & F&B,5.5,9000.0,Personal Loan,126000,12,7.45,1,4,260,10930,1.243,,0,,10.8,633,0
HK1001316,36,M,New Territories,Public Housing,Self-Employed,6.0,30400.0,Credit Card,180000,24,26.9,2,4,2560,7200,0.321,,0,,6.8,685,0
HK1001317,47,M,New Territories,Owner,Trade & Logistics,4.6,14900.0,Mortgage,1319000,180,3.19,1,3,2260,9230,0.771,0.726,0,,15.6,698,1
HK1001318,60,F,Kowloon,Owner,Finance & Insurance,3.2,44500.0,Mortgage,2557000,120,3.37,4,4,10700,25130,0.805,0.592,4,4.0,23.8,520,1
HK1001319,22,F,New Territories,Owner,Trade & Logistics,2.8,26400.0,Mortgage,1287000,360,4.14,2,3,7230,6250,0.511,0.461,0,,0.9,665,0
HK1001320,24,F,New Territories,Private Rental,Retail & F&B,12.3,9700.0,Mortgage,759000,300,3.86,1,3,750,3950,0.485,0.475,0,,2.4,727,0
HK1001321,63,M,HK Island,Living with Family,Professional Services,23.3,56900.0,Personal Loan,437000,36,6.21,0,6,4760,13340,0.318,,0,,31.4,781,0
HK1001322,30,F,Kowloon,Owner,Public Sector,3.1,30600.0,Credit Card,67000,24,30.14,1,4,12450,2680,0.494,,0,,5.8,672,0
HK1001323,47,M,Kowloon,Owner,Trade & Logistics,12.5,,Credit Card,31000,12,28.29,1,2,4810,1240,0.329,,1,2.0,18.7,662,0
HK1001324,44,F,Kowloon,Owner,Retail & F&B,1.9,14900.0,Credit Card,64000,12,28.21,3,3,3570,2560,0.411,,0,,12.9,673,0
HK1001325,33,M,New Territories,Owner,Finance & Insurance,3.2,43300.0,Credit Card,69000,12,30.24,1,4,2910,2760,0.131,,0,,6.7,737,0
HK1001326,61,M,New Territories,Owner,Retail & F&B,5.1,22300.0,Mortgage,1165000,120,3.15,1,3,1650,11330,0.582,0.568,0,,29.8,697,0
HK1001327,41,F,New Territories,Owner,Professional Services,1.7,,Personal Loan,277000,12,6.42,0,2,5350,23890,0.9,,0,,18.6,697,0
HK1001328,41,F,New Territories,Public Housing,Self-Employed,22.5,14300.0,Credit Card,38000,24,28.67,0,1,2150,1520,0.257,,0,,18.4,825,1
HK1001329,56,F,New Territories,Owner,Self-Employed,6.1,33500.0,Credit Card,50000,12,29.79,1,1,4490,2000,0.194,,0,,26.2,778,0
HK1001330,37,F,New Territories,Owner,Self-Employed,6.0,18900.0,Credit Card,86000,12,28.39,0,2,1540,3440,0.263,,2,15.0,8.0,562,0
HK1001331,52,F,HK Island,Public Housing,Self-Employed,11.8,44000.0,SME Facility,1726000,36,12.85,1,4,1650,34520,0.822,0.615,0,,22.9,681,0
HK1001332,32,M,Kowloon,Private Rental,Professional Services,4.4,24200.0,Credit Card,100000,24,26.46,0,3,3880,4000,0.326,,0,,7.8,697,0
HK1001333,51,M,Kowloon,Owner,Trade & Logistics,17.3,26100.0,SME Facility,1034000,36,8.06,0,1,9550,20680,1.158,0.694,0,,27.7,653,0
HK1001334,50,M,HK Island,Owner,Trade & Logistics,1.6,26000.0,Credit Card,134000,24,26.52,1,5,12070,5360,0.67,,2,20.0,14.0,595,0
HK1001335,49,M,New Territories,Owner,Finance & Insurance,4.8,42700.0,Personal Loan,202000,36,7.23,0,3,4660,6260,0.256,,0,,23.2,776,0
HK1001336,48,F,New Territories,Private Rental,Self-Employed,13.6,35900.0,Mortgage,2815000,240,4.11,0,3,4660,17220,0.609,0.59,1,12.0,21.6,709,0
HK1001337,45,F,HK Island,Private Rental,Professional Services,,33600.0,SME Facility,1188000,24,7.83,0,2,9640,23760,0.994,0.712,0,,12.4,627,0
HK1001338,35,M,Kowloon,Private Rental,Retail & F&B,4.1,20400.0,Personal Loan,53000,12,7.38,1,4,6050,4600,0.522,,0,,7.3,694,0
HK1001339,47,M,Kowloon,Owner,Public Sector,12.9,13900.0,Personal Loan,67000,60,5.79,2,3,3550,1290,0.348,,0,,20.5,683,0
HK1001340,36,M,Kowloon,Private Rental,Public Sector,6.1,16000.0,Personal Loan,162000,36,9.45,0,3,7160,5190,0.772,,0,,12.3,668,0
HK1001341,70,F,New Territories,Owner,Trade & Logistics,9.7,23600.0,Mortgage,1026000,360,3.35,0,3,3470,4520,0.339,0.485,0,,29.2,760,0
HK1001342,57,F,Kowloon,Private Rental,Self-Employed,0.0,19600.0,Credit Card,140000,12,29.74,1,5,2220,5600,0.399,,0,,24.7,718,0
HK1001343,36,M,Kowloon,Public Housing,Retail & F&B,3.6,15000.0,Credit Card,55000,12,31.15,0,3,2600,2200,0.32,,0,,9.2,734,1
HK1001344,53,M,New Territories,Private Rental,Trade & Logistics,7.3,25800.0,Credit Card,66000,12,25.87,0,4,10890,2640,0.524,,0,,16.0,700,0
HK1001345,35,M,New Territories,Private Rental,Professional Services,7.4,68300.0,Personal Loan,200000,36,6.64,3,4,12090,6140,0.267,,0,,9.8,669,0
HK1001346,62,M,HK Island,Living with Family,Trade & Logistics,2.6,17800.0,SME Facility,212000,12,10.25,0,3,3770,4240,0.45,0.61,1,5.0,37.9,725,0
HK1001347,45,M,New Territories,Living with Family,Trade & Logistics,7.1,15300.0,Credit Card,73000,12,31.15,3,3,2050,2920,0.325,,2,19.0,13.9,644,1
HK1001348,22,F,HK Island,Private Rental,Retail & F&B,0.9,10800.0,Personal Loan,146000,60,6.47,2,2,2180,2850,0.466,,0,,0.7,652,0
HK1001349,48,F,New Territories,Private Rental,Professional Services,4.1,22200.0,Credit Card,29000,24,33.81,1,3,1310,1160,0.111,,3,22.0,13.5,651,0
HK1001350,27,M,Kowloon,Owner,Finance & Insurance,8.8,33700.0,Personal Loan,383000,48,8.75,0,6,6390,9490,0.471,,0,,4.9,673,0
HK1001351,39,F,New Territories,Private Rental,Finance & Insurance,15.8,67200.0,Personal Loan,771000,48,6.72,1,6,5870,18360,0.361,,0,,8.6,669,0
HK1001352,44,F,Kowloon,Living with Family,Finance & Insurance,24.5,89900.0,Credit Card,345000,12,33.57,1,5,11770,13800,0.284,,0,,10.5,745,0
HK1001353,41,M,New Territories,Public Housing,Construction,5.1,36600.0,Mortgage,3693000,360,4.3,1,1,7280,18280,0.698,0.571,0,,13.7,655,0
HK1001354,39,F,Kowloon,Private Rental,Trade & Logistics,9.2,32300.0,Credit Card,204000,12,28.02,0,1,16340,8160,0.759,,0,,8.8,736,0
HK1001355,25,M,Kowloon,Public Housing,Retail & F&B,7.0,9200.0,Personal Loan,123000,36,6.9,0,3,3500,3790,0.792,,0,,1.6,622,0
HK1001356,43,F,New Territories,Living with Family,Trade & Logistics,5.4,15400.0,Personal Loan,217000,36,6.4,4,1,4100,6640,0.697,,0,,15.0,641,0
HK1001357,60,F,New Territories,Private Rental,Public Sector,4.0,25500.0,Personal Loan,70000,36,6.67,1,3,4360,2150,0.255,,0,,21.2,704,0
HK1001358,49,F,New Territories,Private Rental,Self-Employed,2.6,30600.0,Credit Card,65000,12,33.64,0,4,8100,2600,0.35,,0,,25.0,714,0
HK1001359,50,M,HK Island,Owner,Self-Employed,6.2,42300.0,Credit Card,273000,24,23.82,1,3,14480,10920,0.6,,0,,20.9,697,0
HK1001360,51,F,HK Island,Owner,Professional Services,14.6,45900.0,Personal Loan,544000,48,8.19,3,3,24860,13330,0.832,,2,9.0,26.3,629,0
HK1001361,30,M,New Territories,Private Rental,Construction,5.7,23700.0,Credit Card,99000,12,30.16,3,2,3000,3960,0.294,,0,,3.7,686,0
HK1001362,47,M,New Territories,Owner,Self-Employed,0.6,23100.0,Mortgage,2341000,180,4.22,1,3,3210,17580,0.9,0.754,1,7.0,21.6,613,1
HK1001363,33,F,Kowloon,Owner,Finance & Insurance,7.0,17000.0,Credit Card,74000,24,26.6,0,4,2430,2960,0.317,,1,15.0,9.6,689,0
HK1001364,43,M,HK Island,Owner,Construction,9.4,44000.0,SME Facility,1311000,36,8.5,1,5,25500,26220,1.175,0.661,0,,9.2,599,0
HK1001365,49,F,Kowloon,Private Rental,Trade & Logistics,,,SME Facility,278000,24,5.98,2,2,920,5560,0.284,0.542,1,12.0,11.7,696,0
HK1001366,42,F,New Territories,Owner,Trade & Logistics,4.6,26900.0,Credit Card,119000,12,30.95,1,9,6820,4760,0.43,,1,20.0,10.1,667,0
HK1001367,54,F,New Territories,Private Rental,Self-Employed,4.2,45300.0,Personal Loan,163000,48,6.42,0,3,23690,3860,0.608,,0,,15.6,705,0
HK1001368,58,M,New Territories,Owner,Trade & Logistics,10.0,25500.0,Personal Loan,112000,48,6.56,1,4,2260,2660,0.193,,3,22.0,16.3,638,0
HK1001369,58,M,New Territories,Public Housing,Retail & F&B,10.1,13800.0,Personal Loan,189000,36,7.24,0,3,1940,5860,0.565,,0,,23.8,726,0
HK1001370,48,M,Kowloon,Private Rental,Finance & Insurance,5.4,29900.0,SME Facility,916000,36,11.32,2,3,7280,18320,0.856,0.724,0,,14.0,667,0
HK1001371,43,M,HK Island,Living with Family,Retail & F&B,1.1,15800.0,Credit Card,45000,24,29.36,2,4,3490,1800,0.335,,1,16.0,20.0,643,1
HK1001372,29,M,HK Island,Owner,Finance & Insurance,3.9,26200.0,Personal Loan,243000,12,6.79,1,3,5080,21000,0.995,,0,,7.1,598,0
HK1001373,25,M,Kowloon,Owner,Construction,6.7,16900.0,Mortgage,760000,120,3.69,2,3,3580,7580,0.66,0.633,0,,3.4,654,0
HK1001374,57,M,Kowloon,Private Rental,Self-Employed,0.0,37600.0,Mortgage,2695000,360,3.32,1,4,8650,11830,0.545,0.642,0,,33.5,787,0
HK1001375,50,F,HK Island,Owner,Professional Services,12.3,40100.0,Credit Card,100000,12,27.83,0,4,2390,4000,0.159,,0,,21.7,777,0
HK1001376,41,M,Kowloon,Owner,Finance & Insurance,3.8,27400.0,Mortgage,1159000,120,2.77,0,3,2980,11070,0.513,0.619,0,,11.5,734,0
HK1001377,28,F,New Territories,Private Rental,Trade & Logistics,0.7,25000.0,SME Facility,519000,24,6.49,0,6,1740,10380,0.485,0.692,0,,4.0,650,0
HK1001378,45,M,HK Island,Public Housing,Trade & Logistics,17.7,24300.0,Credit Card,150000,24,25.61,0,1,4180,6000,0.419,,0,,22.0,740,0
HK1001379,21,M,Kowloon,Private Rental,Retail & F&B,3.8,27900.0,Credit Card,190000,24,30.71,1,2,7350,7600,0.536,,0,,0.0,663,0
HK1001380,57,M,Kowloon,Living with Family,Trade & Logistics,2.7,28000.0,Personal Loan,392000,36,9.91,0,7,2340,12630,0.535,,0,,25.6,735,0
HK1001381,47,M,HK Island,Private Rental,Trade & Logistics,7.2,27100.0,Credit Card,126000,24,30.99,1,3,5720,5040,0.397,,1,9.0,11.0,640,0
HK1001382,50,M,New Territories,Private Rental,Public Sector,5.5,29400.0,Personal Loan,219000,24,4.57,0,2,3870,9570,0.457,,1,15.0,23.7,640,0
HK1001383,42,M,HK Island,Owner,Self-Employed,6.6,29200.0,Credit Card,105000,24,27.27,1,2,3050,4200,0.248,,0,,10.3,727,0
HK1001384,53,M,New Territories,Owner,Construction,5.3,30700.0,Credit Card,134000,12,26.55,1,2,3800,5360,0.298,,0,,29.2,806,0
HK1001385,38,M,Kowloon,Owner,Retail & F&B,0.9,27600.0,SME Facility,378000,36,8.63,2,2,1110,7560,0.314,0.714,0,,10.9,708,0
HK1001386,22,F,New Territories,Private Rental,Public Sector,27.4,25800.0,Personal Loan,310000,36,6.63,2,3,4090,9520,0.528,,0,,0.5,654,0
HK1001387,36,F,New Territories,Public Housing,Trade & Logistics,12.8,21900.0,Credit Card,70000,24,22.27,1,5,2240,2800,0.23,,1,20.0,8.1,693,0
HK1001388,24,F,Kowloon,Owner,Finance & Insurance,3.5,16800.0,Credit Card,96000,12,27.53,1,5,1150,3840,0.297,,0,,2.5,663,0
HK1001389,40,F,Kowloon,Private Rental,Retail & F&B,3.7,20900.0,Credit Card,35000,12,32.66,0,3,3870,1400,0.252,,0,,15.6,739,0
HK1001390,34,F,Kowloon,Private Rental,Public Sector,6.2,16000.0,Credit Card,90000,12,29.95,1,3,1740,3600,0.334,,0,,11.3,642,0
HK1001391,58,M,Kowloon,Owner,Professional Services,5.8,42100.0,Personal Loan,601000,24,7.05,1,3,25290,26920,1.24,,1,20.0,18.4,585,0
HK1001392,31,F,New Territories,Public Housing,Public Sector,4.0,24900.0,Credit Card,80000,12,31.89,3,3,4380,3200,0.304,,1,12.0,5.8,659,0
HK1001393,39,F,HK Island,Owner,Retail & F&B,1.5,29900.0,Credit Card,139000,12,28.84,1,4,9060,5560,0.489,,3,17.0,13.8,588,1
HK1001394,28,F,Kowloon,Owner,Professional Services,8.4,27000.0,Personal Loan,260000,12,10.99,3,4,4550,22980,1.02,,0,,5.0,617,0
HK1001395,61,M,New Territories,Private Rental,Trade & Logistics,5.1,21900.0,Personal Loan,241000,48,7.24,1,3,4220,5800,0.458,,0,,35.4,708,0
HK1001396,35,M,HK Island,Public Housing,Professional Services,1.8,22100.0,Credit Card,96000,12,34.3,0,2,3580,3840,0.336,,0,,10.2,717,0
HK1001397,38,F,New Territories,Owner,Construction,,18000.0,SME Facility,574000,60,9.1,0,1,2600,11480,0.782,0.79,1,16.0,7.6,625,1
HK1001398,35,F,New Territories,Public Housing,Professional Services,4.2,51300.0,Credit Card,283000,12,30.13,0,6,6670,11320,0.351,,0,,10.2,674,0
HK1001399,39,M,Kowloon,Owner,Trade & Logistics,5.8,23100.0,Personal Loan,284000,12,8.29,1,6,4590,24740,1.27,,0,,15.3,604,0
HK1001400,46,M,HK Island,Owner,Retail & F&B,2.6,17300.0,Personal Loan,223000,48,5.77,0,3,1430,5210,0.384,,0,,21.9,740,0
HK1001401,56,F,HK Island,Owner,Trade & Logistics,4.0,21800.0,SME Facility,978000,60,11.93,1,1,3270,19560,1.047,0.766,0,,21.6,608,0
HK1001402,49,M,New Territories,Public Housing,Trade & Logistics,10.4,47300.0,Personal Loan,458000,12,7.27,0,2,1510,39690,0.871,,0,,25.0,700,0
HK1001403,41,F,Kowloon,Owner,Retail & F&B,2.4,13500.0,Mortgage,994000,120,3.42,1,7,4580,9790,1.064,0.543,0,,11.1,602,1
HK1001404,47,M,Kowloon,Private Rental,Trade & Logistics,3.7,16600.0,Credit Card,63000,24,30.67,0,3,2980,2520,0.331,,0,,14.9,716,1
HK1001405,34,M,Kowloon,Owner,Professional Services,6.8,24600.0,Personal Loan,127000,60,7.16,0,1,2650,2520,0.21,,3,22.0,10.4,594,1
HK1001406,64,M,Kowloon,Owner,Retail & F&B,15.8,23800.0,Credit Card,35000,24,28.94,0,2,750,1400,0.09,,0,,32.8,850,0
HK1001407,30,F,Kowloon,Private Rental,Trade & Logistics,5.5,35400.0,Mortgage,2552000,360,3.87,0,4,1790,11990,0.389,0.541,0,,6.1,728,0
HK1001408,50,F,Kowloon,Owner,Self-Employed,2.0,23300.0,Credit Card,123000,12,31.09,2,1,2480,4920,0.318,,0,,22.1,704,0
HK1001409,26,M,New Territories,Living with Family,Finance & Insurance,7.2,21700.0,Credit Card,115000,12,23.87,1,4,2510,4600,0.328,,0,,2.4,680,0
HK1001410,34,M,Kowloon,Public Housing,Finance & Insurance,4.1,41900.0,Mortgage,4213000,300,2.41,2,5,28000,18710,1.115,0.694,0,,7.5,595,1
HK1001411,35,M,HK Island,Public Housing,Self-Employed,0.0,28400.0,Credit Card,176000,24,23.92,0,4,5710,7040,0.449,,0,,10.7,726,0
HK1001412,43,M,HK Island,Owner,Public Sector,13.1,39600.0,SME Facility,640000,24,10.8,1,3,6770,12800,0.494,0.585,1,9.0,13.7,675,1
HK1001413,36,F,HK Island,Owner,Construction,7.9,15400.0,SME Facility,415000,36,8.99,2,3,3840,8300,0.788,0.754,1,23.0,12.7,662,0
HK1001414,60,F,New Territories,Owner,Finance & Insurance,6.4,61000.0,SME Facility,1349000,60,3.73,1,2,6400,26980,0.547,0.651,0,,31.8,737,0
HK1001415,40,M,New Territories,Owner,Finance & Insurance,3.0,74200.0,Mortgage,3174000,360,3.99,0,5,12700,15130,0.375,0.664,1,9.0,9.8,688,1
HK1001416,34,M,HK Island,Private Rental,Professional Services,5.3,55500.0,Mortgage,3880000,360,3.21,1,2,7030,16800,0.429,0.538,0,,9.4,704,0
HK1001417,48,F,New Territories,Private Rental,Trade & Logistics,14.3,10900.0,Credit Card,25000,24,27.82,0,8,3730,1000,0.434,,0,,12.8,758,0
HK1001418,46,M,New Territories,Private Rental,Professional Services,5.6,30200.0,Personal Loan,151000,60,5.72,2,3,2160,2900,0.168,,0,,14.2,766,0
HK1001419,53,M,New Territories,Public Housing,Professional Services,7.3,25900.0,Personal Loan,366000,12,7.35,2,4,5990,31730,1.456,,0,,22.8,639,0
HK1001420,41,M,HK Island,Owner,Trade & Logistics,8.3,14500.0,Mortgage,619000,120,3.08,2,1,4380,6000,0.716,0.58,0,,16.7,688,0
HK1001421,37,M,Kowloon,Private Rental,Retail & F&B,2.9,12600.0,Credit Card,21000,12,31.68,0,4,1660,840,0.198,,0,,14.9,743,1
HK1001422,41,M,HK Island,Private Rental,Professional Services,4.6,25300.0,Mortgage,1910000,180,3.29,2,5,1760,13460,0.602,0.451,0,,13.9,624,0
HK1001423,48,M,HK Island,Public Housing,Finance & Insurance,8.3,14900.0,Mortgage,1542000,300,3.01,0,3,2050,7320,0.629,0.639,0,,17.5,710,0
HK1001424,59,M,HK Island,Owner,Retail & F&B,1.7,31600.0,Mortgage,2079000,300,4.23,0,2,14820,11240,0.825,0.554,0,,15.7,646,0
HK1001425,29,F,New Territories,Owner,Finance & Insurance,5.1,54300.0,Mortgage,3369000,120,3.65,0,3,6700,33550,0.741,0.67,0,,3.4,665,0
HK1001426,55,M,New Territories,Private Rental,Self-Employed,5.9,31400.0,Mortgage,2312000,180,3.38,1,3,1730,16390,0.577,0.756,0,,26.9,663,0
HK1001427,47,F,New Territories,Owner,Public Sector,5.4,33300.0,Mortgage,2665000,240,3.58,1,2,7430,15570,0.691,0.489,0,,22.2,699,0
HK1001428,32,M,Kowloon,Owner,Trade & Logistics,4.2,20000.0,Personal Loan,113000,60,9.17,1,2,2260,2360,0.231,,0,,10.2,721,0
HK1001429,31,F,New Territories,Owner,Self-Employed,0.4,17900.0,Mortgage,1601000,360,3.5,1,3,2920,7190,0.565,0.582,0,,8.6,733,0
HK1001430,53,F,HK Island,Owner,Construction,2.8,23900.0,Credit Card,165000,12,25.83,0,4,11750,6600,0.768,,0,,29.9,727,0
HK1001431,41,M,New Territories,Public Housing,Finance & Insurance,5.4,30100.0,Credit Card,163000,24,28.42,2,4,13660,6520,0.67,,0,,16.1,678,0
HK1001432,35,M,New Territories,Public Housing,Trade & Logistics,4.4,12300.0,Mortgage,603000,300,3.9,1,3,970,3150,0.335,0.295,1,18.0,6.9,686,0
HK1001433,21,M,New Territories,Public Housing,Retail & F&B,5.7,17300.0,Personal Loan,79000,60,4.65,0,3,3870,1480,0.309,,0,,0.0,714,0
